PROB_ID,"TO_CHAR(AP.CREATED_DATE,'MM-DD-YYYYHH24:MI:SS')",SOLVE_HOURS,MICRO,UNIT,STATUS_CHK,PROB_TYPE_CHK,PROB_TYPE_DETAIL,DESCRIPTION
119903,10/7/2014 21:36,0.75,LI28,61,4,HARDWARE,HW Problem,"KLYS:LI28:61:AMPL and BVLT came back low from before the PAMM.

                 before         after

AMPL =    406.3           383.2

BVLT  =     349.8          336.4"
119911,10/8/2014 7:21,,LI21,31,4,HARDWARE,HW Problem,"21-3 reports of arcing sound near CCG, goes away VGC is temporarily turned off"
119912,10/8/2014 7:21,,LI12,51,4,HARDWARE,HW Problem,12-5 fails NIRP test: 
120011,10/10/2014 17:58,,LI09,81,4,HARDWARE,HW Problem,"With Modulator 9-8 on, the Gallery Red/Green lights in sector 9 do not flash.  (They do flash with 9-7 on)."
120066,10/13/2014 17:16,,LI00,96,4,HARDWARE,HW Problem,"Kly. LI00 - 96 (CIDMAS) ""PAD RF Pedestal"" ( volts ) should read 0.50 but is reading 0.12

(see logbook entry for picture.)"
120144,10/15/2014 8:23,0.5,LI18,21,4,HARDWARE,HW Problem,Mod fault on klystron 18-2.
120686,11/4/2014 11:11,,LI25,11,4,HARDWARE,HW Problem,"Suspect the negative T.C. is a bad read back  The 137 temp. might be real.

KLYS:LI25:11:WNDW1_TEMP
Klystron window 1 reads 135 DegF, this is real temp.

KLYS:LI25:11:WNDW2_TEMP"
120693,11/4/2014 13:43,0.1,LI09,31,4,HARDWARE,HW Problem,"9-3 low amplitude, changing drive request in SCP does nothing.

https://mccelog.slac.stanford.edu/elog/wbin/elog_item.php?elog_id=746796"
120709,11/4/2014 17:32,0.75,LI29,81,4,HARDWARE,HW Problem,Klys 29-8 has some excessive beam volts jitter.
120855,11/8/2014 15:07,0.75,LI26,71,4,HARDWARE,HW Problem,26-7 is showing VVS fault. The rest of the sector looks good.
120863,11/9/2014 1:20,,LI20,93,4,HARDWARE,HW Problem,"20-3c back on, but it quickly trips off again."
120927,11/12/2014 7:16,,LI29,81,4,HARDWARE,HW Problem,29-8 beam volts jitter OOT
119607,9/29/2014 0:03,,LI27,41,4,HARDWARE,HW Problem,27-4 has a 1 drip/2 seconds water leak at the klystron LCW return hose coupling on the klystron
119812,10/4/2014 15:27,0.25,LI30,31,4,HARDWARE,HW Problem,"30-3: WGV fault, no remote reset"
119919,10/8/2014 8:22,,LI21,51,4,HARDWARE,HW Problem,"21-5  K26 contacts need to be replaced.
         T20 input snubber assem wire badlt burnt
         Cable between despiking coil and thyratron needs to be replaced."
119981,10/9/2014 18:37,1,LI22,21,4,HARDWARE,HW Problem,AMRF says station 22-2 needs a new MKSU.
121435,12/3/2014 13:11,,LI22,81,4,HARDWARE,HW Problem,22-8: RF AMPL low OOT due to Beam Volts low
121639,12/12/2014 13:10,1,LI12,61,4,HARDWARE,HW Problem,"12-6: Modulator HV ON lamp not lit when MOD running.  Found damaged wiring close to lamp socket, lamp itself is OK."
121657,12/14/2014 5:25,,LI22,81,4,HARDWARE,HW Problem,klystron 22-8 tripped and will not reset remotely
121713,12/16/2014 19:18,2,LI16,41,4,HARDWARE,HW Problem,Klystron 16-4 mod fault.
121749,12/18/2014 20:22,0.75,LI02,11,4,HARDWARE,HW Problem,Klystron 2-4 waveguide vacuum fault.
119687,10/1/2014 7:59,,LI15,31,4,HARDWARE,HW Problem,"15-3 VGC failed NIRP test, Over Pressure trip point is out of adjustment"
119808,10/4/2014 6:31,0.5,LI30,31,4,HARDWARE,HW Problem,30-3 is WGV faulted.
119930,10/8/2014 14:00,1,LI23,71,4,HARDWARE,HW Problem,23-7   Mod needs to have 1ea Carborundum resistor replaced.
120193,10/16/2014 10:56,,LI04,81,4,HARDWARE,HW Problem,"KLYS 4-8 DLWG analog history shows temperature fluctuating between 113 and 108 degF over last day or two.  See plot:  http://physics-elog.slac.stanford.edu/facetelog/show.jsp?dir=/2014/42/16.10&pos=2014-10-16T10:53:10
"
120193,10/16/2014 10:56,,LI04,81,4,HARDWARE,HW Problem,"KLYS 4-8 DLWG analog history shows temperature fluctuating between 113 and 108 degF over last day or two.  See plot:  http://physics-elog.slac.stanford.edu/facetelog/show.jsp?dir=/2014/42/16.10&pos=2014-10-16T10:53:10
"
120193,10/16/2014 10:56,,LI04,81,4,HARDWARE,HW Problem,"KLYS 4-8 DLWG analog history shows temperature fluctuating between 113 and 108 degF over last day or two.  See plot:  http://physics-elog.slac.stanford.edu/facetelog/show.jsp?dir=/2014/42/16.10&pos=2014-10-16T10:53:10
"
120654,11/3/2014 10:40,0.5,LI15,41,4,HARDWARE,HW Problem,Beam voltage started at 393.0A.s and climbed to 397.4 A.s  Beam current started at 344.8 kV and climbed to 349.7 kV.
120672,11/4/2014 3:56,0.5,LI06,81,4,HARDWARE,HW Problem,6-8 is MOD faulted and won't reset. VVS breaker reported tripped. Please reset. klystron TBR
120672,11/4/2014 3:56,0.5,LI06,81,4,HARDWARE,HW Problem,6-8 is MOD faulted and won't reset. VVS breaker reported tripped. Please reset. klystron TBR
120672,11/4/2014 3:56,2,LI06,81,4,HARDWARE,HW Problem,6-8 is MOD faulted and won't reset. VVS breaker reported tripped. Please reset. klystron TBR
120672,11/4/2014 3:56,6,LI06,81,4,HARDWARE,HW Problem,6-8 is MOD faulted and won't reset. VVS breaker reported tripped. Please reset. klystron TBR
120786,11/6/2014 16:18,1,LI29,81,4,HARDWARE,HW Problem,Klys 29-8 tripped.  Was showing tons of beam volts jitter.
121546,12/8/2014 18:48,,LI20,81,4,HARDWARE,HW Problem,"On recovery from a PPS trip 12/8/14, L0B Acc #2 flow switch was tripped.  Was able to clear it by adjusting Temperature setpoint, but it seemed to trip again when the flow got too high. See plot in MCC elog.  There shouldn't be a high trip. It took multiple iterations of temperature setpoint adjustment to get it back on.

These flow switches are in the Injector Vault."
119455,9/24/2014 5:15,,LI26,51,4,HARDWARE,HW Problem,Klystron 26-5 MOD faults frequently. 
119729,10/1/2014 15:49,1.5,LI24,31,4,HARDWARE,HW Problem,"TBR 24-3 tripped on ""OC"".  Now ""MOD"" fault lock out."
119965,10/9/2014 12:19,1,LI17,61,4,HARDWARE,HW Problem,17-6 has a KMC fault.
121798,1/5/2015 7:15,,LI25,11,4,HARDWARE,HW Problem,25-1 Has a noisy Thyratron compartment fan.
121802,1/5/2015 7:19,2,LI29,41,4,HARDWARE,HW Problem,29-4 klystron filament indicates 6 amps at 1.5 volts even with 110vac to the ac controller turned off.  Measured 6 volts out of the current transducer for the kly filament current with the kly filament power breaker off.
119249,9/16/2014 11:25,,LI02,51,4,HARDWARE,HW Problem,MOD 2-5: WGVGC has a broken meter glass face.
119890,10/7/2014 13:06,1,LI11,81,4,HARDWARE,HW Problem,11-8: KMC fault on MKSU.
119905,10/7/2014 21:44,0.5,LI26,21,4,HARDWARE,HW Problem,KLYS:LI26:21:WATRERRT shows over 2416 fault today. Looks like the Flow Switch is to close to it's trip point or it might be getting flaky. 
120712,11/5/2014 6:06,2,LI25,21,4,HARDWARE,HW Problem,This klystron mod faulted and cannot be reset remotely. 
120867,11/9/2014 8:15,,LI02,71,4,HARDWARE,HW Problem,2-7 high voltage meter doesn't indicate any voltage when on
121383,12/1/2014 13:06,0.25,LI25,61,4,HARDWARE,HW Problem,25-6 MOD fault.  Won't reset.
121388,12/1/2014 14:17,1,LI15,41,4,HARDWARE,HW Problem,15-4  Mod EOLC stack and 1ea Carborundum resistor needs to be replaced.
121460,12/4/2014 14:35,2,LI22,71,4,HARDWARE,HW Problem,"22-7  EOLC has many loose connections needs to be replaced
before it overheats"
121499,12/6/2014 6:32,0.5,LI28,61,4,HARDWARE,HW Problem,"28-6 is tripping off frequently, and has 206 AMPL faults in the past 24 hours.  It resets fine every time, but trips off too frequently to use.

No tripping at this time. "
119040,9/3/2014 13:18,,LI10,31,4,HARDWARE,HW Problem,10-3: Water dripping from overhead piping onto the fiat rack.
119449,9/23/2014 17:43,,LI29,71,4,HARDWARE,HW Problem,"29-7 has tripped several times with fault log showing HVOC, HVOV, and low voltage PS fault (Reg Bd).  Regulator board may be failing."
119633,9/29/2014 18:15,0.5,LI27,21,4,HARDWARE,HW Problem,"27-2: Klystron is reporting terrible phase and amplitude jitter.

FTP Images:
https://mccelog.slac.stanford.edu/elog/wbin/elog_item.php?elog_id=739270"
119835,10/5/2014 23:21,0.5,LI27,61,4,HARDWARE,HW Problem,station 27-6 reports 375 water faults since 08:00 this morning. Waveguide 1 water.
119931,10/8/2014 14:02,1,LI24,81,4,HARDWARE,HW Problem,24-8  Mod T20 has a burnt/broken Network resistor.
119936,10/8/2014 15:27,,LI15,31,4,HARDWARE,HW Problem,15-3 has a waveguide vacuum fault.
120751,11/6/2014 0:06,1.5,LI20,,4,HARDWARE,HW Problem,"Klystron 20-3C (LI20 Klys 93) amplitude has dropped to zero. Ran well for almost an hour after turn on, then suddenly dropped out."
121037,11/16/2014 5:24,,LI20,41,4,HARDWARE,HW Problem,"Klystron 20-4B. Facet XTCAV mod fault. 

Reflected power."
121114,11/19/2014 20:49,1.5,LI13,21,4,HARDWARE,HW Problem,13-2 HV meter not reading
121831,1/5/2015 14:35,1,LI27,11,4,HARDWARE,HW Problem,27-1: MAIN contactor was not closed
119751,10/2/2014 11:34,,LI21,51,4,HARDWARE,HW Problem,"21-5 tripped, can't reset remotely."
120363,10/21/2014 18:29,2,LI09,81,4,HARDWARE,HW Problem,"9-8 is tripping CB7,  HV current is unstable as is PFN waveform.  
Won't trim phase. 36 deg off."
120363,10/21/2014 18:29,1,LI09,81,4,HARDWARE,HW Problem,"9-8 is tripping CB7,  HV current is unstable as is PFN waveform.  
Won't trim phase. 36 deg off."
120363,10/21/2014 18:29,1,LI09,81,4,HARDWARE,HW Problem,"9-8 is tripping CB7,  HV current is unstable as is PFN waveform.  
Won't trim phase. 36 deg off."
120363,10/21/2014 18:29,0.5,LI09,81,4,HARDWARE,HW Problem,"9-8 is tripping CB7,  HV current is unstable as is PFN waveform.  
Won't trim phase. 36 deg off."
121961,1/8/2015 10:24,,LI14,21,4,HARDWARE,HW Problem,W/G strainer at station 14-2 is leaking.
122127,1/14/2015 12:56,1,LI06,61,4,HARDWARE,HW Problem,"6-6: T20: fan touching the side cover.
6-6: Primary capacitor C59, and C60 =25uF have a leak.
6-6: T20: Secondary network resistor at R1 is open. It should be measured = 20K-ohm.
"
122170,1/16/2015 6:20,1,LI25,11,4,HARDWARE,HW Problem,25-1 has faulted twice in the last ten minutes. RF amplitude drops by 75% & takes a minute or two to recover.
122170,1/16/2015 6:20,,LI25,11,4,HARDWARE,HW Problem,25-1 has faulted twice in the last ten minutes. RF amplitude drops by 75% & takes a minute or two to recover.
122284,1/21/2015 21:05,0.8,LI27,61,4,HARDWARE,HW Problem,Klys 27-6 has a mod fault and won't reset. 
122284,1/21/2015 21:05,0.8,LI27,61,4,HARDWARE,HW Problem,Klys 27-6 has a mod fault and won't reset. 
122284,1/21/2015 21:05,1,LI27,61,4,HARDWARE,HW Problem,Klys 27-6 has a mod fault and won't reset. 
122285,1/22/2015 7:23,,LI29,41,4,HARDWARE,HW Problem,29-4 MOD fault no reset.
122285,1/22/2015 7:23,2,LI29,41,4,HARDWARE,HW Problem,29-4 MOD fault no reset.
122313,1/23/2015 5:35,0.5,LI28,51,4,HARDWARE,HW Problem,28-5 MOD faulted and won't reset remotely
122335,1/24/2015 4:57,1,LI02,51,4,HARDWARE,HW Problem,2-5 VGC HV reset keeps fault tripping
123103,2/26/2015 5:14,0.5,LI06,81,4,HARDWARE,HW Problem,"Tried resetting but not coming back,"
123155,2/27/2015 16:31,3,LI05,21,4,HARDWARE,HW Problem,klys 5-2 MOD faulted and won't reset remotely
123299,3/6/2015 14:22,0.75,LI30,11,4,HARDWARE,HW Problem,Puts it at the top of the BV Jitter Report
123471,3/13/2015 10:28,0.8,LI23,21,4,HARDWARE,HW Problem,Looks like it's been doing it for at least the last 5 days
123471,3/13/2015 10:28,1,LI23,21,4,HARDWARE,HW Problem,Looks like it's been doing it for at least the last 5 days
123505,3/14/2015 16:29,0.75,LI00,1,4,HARDWARE,HW Problem,0-1 WGV fault.
123736,3/24/2015 14:00,1.5,LI00,1,4,HARDWARE,HW Problem,"K27 center contacts need to be replaced.
T-20 Jumper cable needs to be replaced
PFN Strap nut for the cap is missing  (Upper, RHS, #2 )"
122185,1/16/2015 12:58,1.5,LI17,21,4,HARDWARE,HW Problem,"17-2: Here is the list below:

1. K26 needs to replace all three contactors (L1-L3).
2. K27 need to replace two contactors L1 and L2.
3. Primary resistor network: R262=10-ohm needs to replace.
4. Loose straps: upper (Lhs #4, Rhs #3); lower (Lhs #2,3,4).
5. EOLC stack has a broken cap."
122191,1/16/2015 17:50,1,LI22,21,4,HARDWARE,HW Problem,Klys. 22-2 (KLYS:LI22:21) jitter causing many drop outs in FEL. 
122302,1/22/2015 14:59,1,LI17,31,4,HARDWARE,HW Problem,Kly Mod 17-3:  use dipstick to check T20 xformer oil level.  Add oil as necessary.
122331,1/23/2015 15:32,1.5,LI26,11,4,HARDWARE,HW Problem,26-1 MOD faulted
122511,1/30/2015 14:55,1,LI25,21,4,HARDWARE,HW Problem,Amplt. jitter is 1.8 sigma.
123414,3/11/2015 11:36,1.25,LI03,31,4,HARDWARE,HW Problem,"3-3  Thy compartment D Q ing cap has a badly burnt connection
       K26 has 1  pair of contacts that need to be replaced."
123692,3/21/2015 8:59,,LI24,61,4,HARDWARE,HW Problem,"Duplicate See 124329(TEC) 
Station began tripping about once per minute as soon as we put it on the beam."
123692,3/21/2015 8:59,6,LI24,61,4,HARDWARE,HW Problem,"Duplicate See 124329(TEC) 
Station began tripping about once per minute as soon as we put it on the beam."
123692,3/21/2015 8:59,1.5,LI24,61,4,HARDWARE,HW Problem,"Duplicate See 124329(TEC) 
Station began tripping about once per minute as soon as we put it on the beam."
123692,3/21/2015 8:59,1,LI24,61,4,HARDWARE,HW Problem,"Duplicate See 124329(TEC) 
Station began tripping about once per minute as soon as we put it on the beam."
123692,3/21/2015 8:59,1,LI24,61,4,HARDWARE,HW Problem,"Duplicate See 124329(TEC) 
Station began tripping about once per minute as soon as we put it on the beam."
123692,3/21/2015 8:59,1.5,LI24,61,4,HARDWARE,HW Problem,"Duplicate See 124329(TEC) 
Station began tripping about once per minute as soon as we put it on the beam."
123697,3/21/2015 18:18,0.75,LI22,81,4,HARDWARE,HW Problem,station 22-8 Mod faulted
123839,3/27/2015 15:45,7,LI25,71,4,HARDWARE,HW Problem,Klys 25-7 has VVS MOD fault and can't be reset remotely.  Found CB7 input wiring overheated.
123849,3/28/2015 3:41,1,LI23,21,4,HARDWARE,HW Problem,This Klystron has tripped 6 times the last 3 hours but can still be reset remotely. The 23-2 plot of the beam volts on the fast time plot also looks super jittery. 
123849,3/28/2015 3:41,2,LI23,21,4,HARDWARE,HW Problem,This Klystron has tripped 6 times the last 3 hours but can still be reset remotely. The 23-2 plot of the beam volts on the fast time plot also looks super jittery. 
123849,3/28/2015 3:41,1,LI23,21,4,HARDWARE,HW Problem,This Klystron has tripped 6 times the last 3 hours but can still be reset remotely. The 23-2 plot of the beam volts on the fast time plot also looks super jittery. 
122628,2/4/2015 14:34,0.75,LI30,71,4,HARDWARE,HW Problem,30-7: Thyratron replacement. Vres at 9.70V
122674,2/5/2015 20:16,0.5,LI22,81,4,HARDWARE,HW Problem,22-8 MOD fault; not reset remotely
122882,2/16/2015 6:29,0.5,LI12,21,4,HARDWARE,HW Problem,Klystron 12-2 will not come back on remotely
122957,2/19/2015 13:48,1,LI17,21,4,HARDWARE,HW Problem,"17-2 ""MOD bit 4 "" error on PIOP.  CASSELL box needs to be replaced."
122959,2/19/2015 14:29,0.5,LI02,11,4,HARDWARE,HW Problem,LI02-11 tripped off and will not reset remotely.
122982,2/20/2015 14:51,0.5,LI03,81,4,HARDWARE,HW Problem,Klystron mod fault 3-8
122988,2/21/2015 22:37,,LI21,31,4,HARDWARE,HW Problem,Many over-current faults from 21-3. 10 since 08:00 this morning.
122988,2/21/2015 22:37,,LI21,31,4,HARDWARE,HW Problem,Many over-current faults from 21-3. 10 since 08:00 this morning.
122990,2/22/2015 2:48,0.75,LI15,51,4,HARDWARE,HW Problem,"15-5 won't stay on, many TOCs,  thyratron is bad"
122990,2/22/2015 2:48,0.8,LI15,51,4,HARDWARE,HW Problem,"15-5 won't stay on, many TOCs,  thyratron is bad"
123016,2/23/2015 10:14,0.5,LI12,81,4,HARDWARE,HW Problem,"Klystron 12-8 mod fault.

Heater delay (1HR)"
121664,12/14/2014 22:15,1,LI30,41,4,HARDWARE,HW Problem,Klystron 30-4 mod fault
121664,12/14/2014 22:15,0.8,LI30,41,4,HARDWARE,HW Problem,Klystron 30-4 mod fault
121888,1/6/2015 14:30,,LI21,41,4,HARDWARE,HW Problem,21-4 Need to adjust  beam volts to spec (might need to change T20 taps)
121992,1/9/2015 4:18,0.5,LI28,21,4,HARDWARE,HW Problem,28-2 Thyr Klix flt will not clear.
122967,2/19/2015 19:55,1,LI17,61,4,HARDWARE,HW Problem,Tried resetting three times but no change.
122967,2/19/2015 19:55,0.5,LI17,61,4,HARDWARE,HW Problem,Tried resetting three times but no change.
123739,3/24/2015 14:09,1.2,LI01,41,4,HARDWARE,HW Problem,1-4   Kly Fil Variac is showing signs of overheating and is hot to touch...Needs to be replaced 
123743,3/24/2015 14:18,0.5,LI06,81,4,HARDWARE,HW Problem,6-8   Mod HV meter cap is blown
124064,4/4/2015 11:06,,LI14,81,4,HARDWARE,HW Problem,Was able to reset it a few times
124187,4/8/2015 13:48,0.75,LI14,61,4,HARDWARE,HW Problem,"14-6   Kly trim P/S needs to be replaced for degraded cooling 
           Fan."
124197,4/8/2015 15:36,1,LI24,61,4,HARDWARE,HW Problem,24-5: PFN Tune  to reduce jitter.
123326,3/7/2015 15:44,0.5,LI17,61,4,HARDWARE,HW Problem,Klys 17-6 MOD fault.
123411,3/11/2015 11:31,1,LI02,61,4,HARDWARE,HW Problem,2-6  T20 has a badly burnt/broken network resistor
123499,3/14/2015 13:20,,LI22,51,4,HARDWARE,HW Problem,Kly Mod 22-5:  station tripped off on klystron delta temperature fault.  TSR station.
123499,3/14/2015 13:20,2,LI22,51,4,HARDWARE,HW Problem,Kly Mod 22-5:  station tripped off on klystron delta temperature fault.  TSR station.
123702,3/22/2015 13:29,0.5,LI03,21,4,HARDWARE,HW Problem,"3-2 FLK, won't reset."
123816,3/26/2015 20:20,,LI21,71,4,HARDWARE,HW Problem,21-7 klystron uk is drooping. Kly Installed 18-JUL-2013. S/N: 606A.
123817,3/26/2015 20:48,,LI20,51,4,HARDWARE,HW Problem,20-5 MKSU reports Klystron focus is low and unstable at 13.5 Amps. expected is 14.5. LI20 focus magnet epics display indicates 14.5A.
122124,1/14/2015 10:44,1,LI25,51,4,HARDWARE,HW Problem,25-5  T20 compartment cooling fan is dead
122339,1/24/2015 9:54,0.75,LI10,41,4,HARDWARE,HW Problem,"10-4: ""Doors"" fault on modulator."
122697,2/6/2015 23:24,2,LI09,41,4,HARDWARE,HW Problem,"9-4 mod fault. Thought this was in ""MNT"" for T20?"
122979,2/20/2015 12:23,,LI27,21,4,HARDWARE,HW Problem,27-2 PHJ/AMJ not appearing to be a function of high voltage (BV).
123095,2/25/2015 19:12,2,LI26,71,4,HARDWARE,HW Problem,This station cycled MOD fault four times in about 5 minutes. Took it off the beam and I noticed it has continued to cycle. Now has settled on a FLK error.
123095,2/25/2015 19:12,1,LI26,71,4,HARDWARE,HW Problem,This station cycled MOD fault four times in about 5 minutes. Took it off the beam and I noticed it has continued to cycle. Now has settled on a FLK error.
123101,2/26/2015 3:36,1,LI09,71,4,HARDWARE,HW Problem,Tried to reset 3 times but it didn't come back.
123185,3/2/2015 9:13,0.5,LI02,31,4,HARDWARE,HW Problem,Klystron 2-3 has a waveguide Vacuum fault
123215,3/3/2015 11:17,,LI30,61,4,HARDWARE,HW Problem,30-6 14.5A entered on kly enter panel for the focus magnet.  Strip chart shows 15A and unstable read back.  PIOP reflects this discrepancy. 
123258,3/5/2015 7:20,1.5,LI24,11,4,HARDWARE,HW Problem,24-1: Pulse WIDTH = 0.000 uS; Slope = 1.1; Ripl = 0.2
123259,3/5/2015 7:24,2.5,LI24,41,4,HARDWARE,HW Problem,24-4: Pulse WIDTH = 2.85; Slope = .2; Ripl = 0.3
121715,12/16/2014 23:42,0.75,LI01,41,4,HARDWARE,HW Problem,Klystron 1-4 mod fault.
122107,1/13/2015 13:52,3,LI05,81,4,HARDWARE,HW Problem,"5-8: K26 L1, L2 contactors are showing burnt marks.
5-8: K27 L1 and L3 contactors are showing burnt marks.
5-8: Charging Diode Assembly stack has a broken cap lead.
5-8: PFN strap faulty  (Lower, lhs, #1)
"
122333,1/23/2015 19:12,3,LI24,61,4,HARDWARE,HW Problem,24-6: Upgraded Modulator PFN Pulse Width Very Short for OPS. Try to widen. Try for 3.4 uS.
122706,2/8/2015 5:24,1,LI20,41,4,HARDWARE,HW Problem,20-4B high voltage meter is inoperative
122993,2/22/2015 9:07,0.5,LI10,21,4,HARDWARE,HW Problem,station 10-2 has Mod EOLC fault
122993,2/22/2015 9:07,2,LI10,21,4,HARDWARE,HW Problem,station 10-2 has Mod EOLC fault
123134,2/27/2015 6:40,0.5,LI22,71,4,HARDWARE,HW Problem,Tried to reset 3 times but it didn't come back.
123197,3/2/2015 14:24,,LI24,41,4,HARDWARE,HW Problem,24-4 Jitters have returned.
122208,1/19/2015 9:09,2,LI17,41,4,HARDWARE,HW Problem,"17-4: Here is the list below:

1. T20 - AC input wire phase C loose.
2. EOLC stack need to replace. It have burnt caps.
3. Loose strap: upper (Lhs #2)."
122391,1/27/2015 5:37,0.5,LI00,2,4,HARDWARE,HW Problem,KO-2 WGV flt on scp
122803,2/12/2015 13:20,1,LI11,71,4,HARDWARE,HW Problem,11-7: Seeing some beam volts jitter.
122832,2/13/2015 13:18,,LI30,71,4,HARDWARE,HW Problem,30-7: Reflected energy faults. May be beam volts related.
122849,2/13/2015 19:49,1,LI13,81,4,HARDWARE,HW Problem,station 13-8 has a Waveguide Vacuum Fault 
122891,2/17/2015 6:43,1,LI15,71,4,HARDWARE,HW Problem,"15-7 MOD fault, won't reset"
122891,2/17/2015 6:43,1,LI15,71,4,HARDWARE,HW Problem,"15-7 MOD fault, won't reset"
123230,3/4/2015 7:55,3,LI29,61,4,HARDWARE,HW Problem,"29-6 has narrrow WIDTH = 2.79 uS, Slope = 0.5 and Ripl = 0.4"
123286,3/6/2015 6:25,3,LI24,31,4,HARDWARE,HW Problem,"24-3: pulse WIDTH= 2.97 uS, Slope=0.6, Ripl=0.2"
123288,3/6/2015 8:26,3,LI28,31,4,HARDWARE,HW Problem,"28-3 needs PFN tune.
PW = 2.95uS; slope = 0.1; ripple = 0.6"
123294,3/6/2015 11:11,0.8,LI26,51,4,HARDWARE,HW Problem,26-5: DQing Under Current bubbling up to LCLSHOME. DQing is 3 Amps.
123307,3/6/2015 19:59,1,LI02,31,4,HARDWARE,HW Problem,LI02-3 MOD fault not reset
123391,3/10/2015 11:39,1,LI01,41,4,HARDWARE,HW Problem,1-4 has a broken despiking coil resistor
123403,3/11/2015 8:44,0.75,LI21,51,4,HARDWARE,HW Problem,Like to tweak it down. 
123102,2/26/2015 5:03,2,LI09,81,4,HARDWARE,HW Problem,9-8 Needs 3 shorty PFN Caps replace due to arcing
123102,2/26/2015 5:03,2,LI09,81,4,HARDWARE,HW Problem,9-8 Needs 3 shorty PFN Caps replace due to arcing
123845,3/27/2015 18:34,1,LI02,61,4,HARDWARE,HW Problem,2-6: RF AMPL low OOT. BV and timing OK. Did not check saturation.
123847,3/28/2015 0:34,1,LI20,41,4,HARDWARE,HW Problem,Facet XTCAV continually MOD faulting.
123860,3/29/2015 12:29,0.5,LI14,11,4,HARDWARE,HW Problem,14-1: Tried to reset twice but it failed.
123919,3/31/2015 11:22,,LI24,61,4,HARDWARE,HW Problem,Klystron LI24-61 is tripped and will not reset remotely. (Recently returned to service)
122418,1/27/2015 15:22,1,LI19,21,4,HARDWARE,HW Problem,Kly Mod 19-2:  check T20 oil level.  Add oil as necessary to make T20 safe for HV ops.
122418,1/27/2015 15:22,1,LI19,21,4,HARDWARE,HW Problem,Kly Mod 19-2:  check T20 oil level.  Add oil as necessary to make T20 safe for HV ops.
122562,2/2/2015 13:13,1,LI26,11,4,HARDWARE,HW Problem,26-1: Beam volts jitter (spikes)
123386,3/10/2015 11:31,0.75,LI15,71,4,HARDWARE,HW Problem,"15-7 Plexiglass cover needs to be replaced also taped klaxon
          wires need to be reconnected."
123851,3/28/2015 13:39,1,DR13,1,4,HARDWARE,HW Problem,"Kly Mod 1-8, DR 13 Compressor:  tripped with no reset."
122160,1/15/2015 13:58,1.5,LI16,41,4,HARDWARE,HW Problem,"16-4:  K26 needs to replace contactor L3.
16-4:  T20 fan touching the side cover.
16-4:  Primary capacitor network C58 and C60, the wires/jumpers connected between them are burnt/melt.
16-4:  Primary cap network C59 has a loose screw.
16-4:  Primary resistor network R260=10ohm needs to replace.
16-4:  Lug burnt at Thyratron tube connections.
"
122535,2/1/2015 8:01,1,LI19,11,4,HARDWARE,HW Problem,19-1 tripping on Klystron Vacuum when ramping up
123111,2/26/2015 9:36,1,LI13,21,4,HARDWARE,HW Problem,13-2 tripping repeatedly.
123122,2/26/2015 16:56,1,LI23,31,4,HARDWARE,HW Problem,23-3 MOD fault no reset
123480,3/13/2015 14:52,5,LI05,11,4,HARDWARE,HW Problem,"5-1 MOD faulted, won't reset."
123480,3/13/2015 14:52,3,LI05,11,4,HARDWARE,HW Problem,"5-1 MOD faulted, won't reset."
123480,3/13/2015 14:52,0.5,LI05,11,4,HARDWARE,HW Problem,"5-1 MOD faulted, won't reset."
123500,3/14/2015 13:40,0.5,LI06,61,4,HARDWARE,HW Problem,6-6 WGV fault.
123540,3/16/2015 10:52,0.75,LI13,61,4,HARDWARE,HW Problem,Klystron 13-6 is MOD faulted and doesn't come back with a remote reset.
123567,3/17/2015 6:20,1,LI26,21,4,HARDWARE,HW Problem,26-2: HVPS Regulator Board needs modification
121858,1/6/2015 8:01,1,LI30,41,4,HARDWARE,HW Problem,"30-4 is tripping on thyratron filament O/C, resets and runs for a while then trips again."
121858,1/6/2015 8:01,0.8,LI30,41,4,HARDWARE,HW Problem,"30-4 is tripping on thyratron filament O/C, resets and runs for a while then trips again."
122095,1/13/2015 6:32,2,LI18,31,4,HARDWARE,HW Problem,18-3  KMB box has 2  badly burnt terminal board connections
122310,1/22/2015 22:09,0.5,LI02,81,4,HARDWARE,HW Problem,2-8 at KHD
122611,2/4/2015 3:03,1,LI05,51,4,HARDWARE,HW Problem,5-5 Needs PFN tuning
123265,3/5/2015 11:13,0.75,LI14,51,4,HARDWARE,HW Problem,station 14-5 mod faulted -won't reset from scp
123638,3/19/2015 12:58,1,LI09,81,4,HARDWARE,HW Problem,klystron 9-8 mod faulted and won't reset
123785,3/26/2015 7:18,12,LI21,21,4,HARDWARE,HW Problem,Downtime: LINAC EAST 21-2 PM Klystron Solenoid PS - PM (4 of 5) 
123785,3/26/2015 7:18,1,LI21,21,4,HARDWARE,HW Problem,Downtime: LINAC EAST 21-2 PM Klystron Solenoid PS - PM (4 of 5) 
122930,2/18/2015 16:54,1,LI24,51,4,HARDWARE,HW Problem,Tried three times 
123092,2/25/2015 17:53,1.5,LI26,41,4,HARDWARE,HW Problem,"26-4 MOD fault, no remote reset"
123338,3/8/2015 13:29,0.5,LI14,31,4,HARDWARE,HW Problem,Klystron 14-3 TBR
123338,3/8/2015 13:29,1,LI14,31,4,HARDWARE,HW Problem,Klystron 14-3 TBR
